HallName: Colloseum
RowName,RowId,TotalSeats,GapInFront,SeatNumber,SeatType,SeatStatus
E,5,24,false,8,PREMIUM,BOOKED
E,5,24,false,9,PREMIUM,BOOKED
E,5,24,false,10,PREMIUM,BOOKED
E,5,24,false,11,PREMIUM,FREE
E,5,24,false,12,PREMIUM,FREE
E,5,24,false,13,PREMIUM,FREE
E,5,24,false,14,PREMIUM,FREE
E,5,24,false,15,PREMIUM,RESERVED
E,5,24,false,16,PREMIUM,RESERVED
E,5,24,false,17,PREMIUM,RESERVED
E,5,24,false,18,PREMIUM,FREE
E,5,24,false,19,PREMIUM,FREE
E,5,24,false,20,PREMIUM,FREE
E,5,24,false,21,PREMIUM,FREE
E,5,24,false,22,PREMIUM,FREE
E,5,24,false,23,PREMIUM,FREE
E,5,24,false,24,PREMIUM,FREE
F,6,26,false,1,PREMIUM,BOOKED
F,6,26,false,2,PREMIUM,BOOKED
F,6,26,false,3,PREMIUM,BOOKED
F,6,26,false,4,PREMIUM,FREE
F,6,26,false,5,PREMIUM,FREE
F,6,26,false,6,PREMIUM,FREE
F,6,26,false,7,PREMIUM,FREE
F,6,26,false,8,PREMIUM,FREE
F,6,26,false,9,PREMIUM,BOOKED
F,6,26,false,10,PREMIUM,BOOKED
F,6,26,false,11,PREMIUM,BOOKED
F,6,26,false,12,PREMIUM,FREE
F,6,26,false,13,PREMIUM,FREE
F,6,26,false,14,PREMIUM,FREE
F,6,26,false,15,PREMIUM,FREE
F,6,26,false,16,PREMIUM,FREE
F,6,26,false,17,PREMIUM,RESERVED
F,6,26,false,18,PREMIUM,RESERVED
F,6,26,false,19,PREMIUM,FREE
F,6,26,false,20,PREMIUM,FREE
F,6,26,false,21,PREMIUM,FREE
F,6,26,false,22,PREMIUM,FREE
F,6,26,false,23,PREMIUM,FREE
F,6,26,false,24,PREMIUM,FREE
F,6,26,false,25,PREMIUM,FREE
F,6,26,false,26,PREMIUM,FREE
G,7,28,true,1,DELUXE,FREE
G,7,28,true,2,DELUXE,FREE
G,7,28,true,3,DELUXE,RESERVED
G,7,28,true,4,DELUXE,RESERVED
G,7,28,true,5,DELUXE,RESERVED
G,7,28,true,6,DELUXE,FREE
G,7,28,true,7,DELUXE,FREE
G,7,28,true,8,DELUXE,FREE
G,7,28,true,9,DELUXE,FREE
G,7,28,true,10,DELUXE,FREE
G,7,28,true,11,DELUXE,BOOKED
G,7,28,true,12,DELUXE,BOOKED
G,7,28,true,13,DELUXE,FREE
G,7,28,true,14,DELUXE,FREE
G,7,28,true,15,DELUXE,FREE
G,7,28,true,16,DELUXE,FREE
G,7,28,true,17,DELUXE,FREE
G,7,28,true,18,DELUXE,FREE
G,7,28,true,19,DELUXE,FREE
G,7,28,true,20,DELUXE,BOOKED
G,7,28,true,21,DELUXE,BOOKED
G,7,28,true,22,DELUXE,BOOKED
G,7,28,true,23,DELUXE,FREE
G,7,28,true,24,DELUXE,FREE
G,7,28,true,25,DELUXE,FREE
G,7,28,true,26,DELUXE,FREE
G,7,28,true,27,DELUXE,FREE
G,7,28,true,28,DELUXE,FREE
H,8,30,false,1,DELUXE,FREE
H,8,30,false,2,DELUXE,FREE
H,8,30,false,3,DELUXE,FREE
H,8,30,false,4,DELUXE,FREE
H,8,30,false,5,DELUXE,BOOKED
H,8,30,false,6,DELUXE,BOOKED
H,8,30,false,7,DELUXE,BOOKED
H,8,30,false,8,DELUXE,BOOKED
H,8,30,false,9,DELUXE,FREE
H,8,30,false,10,DELUXE,FREE
H,8,30,false,11,DELUXE,FREE
H,8,30,false,12,DELUXE,FREE
H,8,30,false,13,DELUXE,FREE
H,8,30,false,14,DELUXE,FREE
H,8,30,false,15,DELUXE,OUT_OF_ORDER
H,8,30,false,16,DELUXE,FREE
H,8,30,false,17,DELUXE,FREE
H,8,30,false,18,DELUXE,FREE
H,8,30,false,19,DELUXE,FREE
H,8,30,false,20,DELUXE,FREE
H,8,30,false,21,DELUXE,FREE
H,8,30,false,22,DELUXE,FREE
H,8,30,false,23,DELUXE,FREE
H,8,30,false,24,DELUXE,BOOKED
H,8,30,false,25,DELUXE,BOOKED
H,8,30,false,26,DELUXE,FREE
H,8,30,false,27,DELUXE,FREE
H,8,30,false,28,DELUXE,FREE
H,8,30,false,29,DELUXE,FREE
H,8,30,false,30,DELUXE,FREE
I,9,30,false,1,DELUXE,BOOKED
I,9,30,false,2,DELUXE,BOOKED
I,9,30,false,3,DELUXE,FREE
I,9,30,false,4,DELUXE,FREE
I,9,30,false,5,DELUXE,FREE
I,9,30,false,6,DELUXE,FREE
I,9,30,false,7,DELUXE,FREE
I,9,30,false,8,DELUXE,FREE
I,9,30,false,9,DELUXE,RESERVED
I,9,30,false,10,DELUXE,RESERVED
I,9,30,false,11,DELUXE,RESERVED
I,9,30,false,12,DELUXE,RESERVED
I,9,30,false,13,DELUXE,FREE
I,9,30,false,14,DELUXE,FREE
I,9,30,false,15,DELUXE,FREE
I,9,30,false,16,DELUXE,FREE
I,9,30,false,17,DELUXE,BOOKED
I,9,30,false,18,DELUXE,BOOKED
I,9,30,false,19,DELUXE,BOOKED
I,9,30,false,20,DELUXE,FREE
I,9,30,false,21,DELUXE,FREE
I,9,30,false,22,DELUXE,FREE
I,9,30,false,23,DELUXE,FREE
I,9,30,false,24,DELUXE,FREE
I,9,30,false,25,DELUXE,FREE
I,9,30,false,26,DELUXE,FREE
I,9,30,false,27,DELUXE,FREE
I,9,30,false,28,DELUXE,FREE
I,9,30,false,29,DELUXE,FREE
I,9,30,false,30,DELUXE,FREE
J,10,30,false,1,DELUXE,FREE
J,10,30,false,2,DELUXE,FREE
J,10,30,false,3,DELUXE,FREE
J,10,30,false,4,DELUXE,FREE
J,10,30,false,5,DELUXE,FREE
J,10,30,false,6,DELUXE,FREE
J,10,30,false,7,DELUXE,FREE
J,10,30,false,8,DELUXE,FREE
J,10,30,false,9,DELUXE,FREE
J,10,30,false,10,DELUXE,BOOKED
J,10,30,false,11,DELUXE,BOOKED
J,10,30,false,12,DELUXE,BOOKED
J,10,30,false,13,DELUXE,BOOKED
J,10,30,false,14,DELUXE,FREE
J,10,30,false,15,DELUXE,FREE
J,10,30,false,16,DELUXE,FREE
J,10,30,false,17,DELUXE,RESERVED
J,10,30,false,18,DELUXE,RESERVED
J,10,30,false,19,DELUXE,RESERVED
J,10,30,false,20,DELUXE,FREE
J,10,30,false,21,DELUXE,FREE
J,10,30,false,22,DELUXE,FREE
J,10,30,false,23,DELUXE,FREE
J,10,30,false,24,DELUXE,FREE
J,10,30,false,25,DELUXE,FREE
J,10,30,false,26,DELUXE,FREE
J,10,30,false,27,DELUXE,FREE
J,10,30,false,28,DELUXE,FREE
J,10,30,false,29,DELUXE,FREE
J,10,30,false,30,DELUXE,FREE
K,11,30,false,1,DELUXE,FREE
K,11,30,false,2,DELUXE,FREE
K,11,30,false,3,DELUXE,FREE
K,11,30,false,4,DELUXE,RESERVED
K,11,30,false,5,DELUXE,RESERVED
K,11,30,false,6,DELUXE,FREE
K,11,30,false,7,DELUXE,FREE
K,11,30,false,8,DELUXE,FREE
K,11,30,false,9,DELUXE,FREE
K,11,30,false,10,DELUXE,FREE
K,11,30,false,11,DELUXE,FREE
K,11,30,false,12,DELUXE,FREE
K,11,30,false,13,DELUXE,BOOKED
K,11,30,false,14,DELUXE,BOOKED
K,11,30,false,15,DELUXE,BOOKED
K,11,30,false,16,DELUXE,FREE
K,11,30,false,17,DELUXE,FREE
K,11,30,false,18,DELUXE,FREE
K,11,30,false,19,DELUXE,FREE
K,11,30,false,20,DELUXE,FREE
K,11,30,false,21,DELUXE,FREE
K,11,30,false,22,DELUXE,FREE
K,11,30,false,23,DELUXE,FREE
K,11,30,false,24,DELUXE,FREE
K,11,30,false,25,DELUXE,FREE
K,11,30,false,26,DELUXE,FREE
K,11,30,false,27,DELUXE,FREE
K,11,30,false,28,DELUXE,FREE
K,11,30,false,29,DELUXE,FREE
K,11,30,false,30,DELUXE,FREE
L,12,30,true,1,STANDARD,FREE
L,12,30,true,2,STANDARD,FREE
L,12,30,true,3,STANDARD,FREE
L,12,30,true,4,STANDARD,FREE
L,12,30,true,5,STANDARD,FREE
L,12,30,true,6,STANDARD,FREE
L,12,30,true,7,STANDARD,BOOKED
L,12,30,true,8,STANDARD,BOOKED
L,12,30,true,9,STANDARD,BOOKED
L,12,30,true,10,STANDARD,FREE
L,12,30,true,11,STANDARD,FREE
L,12,30,true,12,STANDARD,FREE
L,12,30,true,13,STANDARD,FREE
L,12,30,true,14,STANDARD,FREE
L,12,30,true,15,STANDARD,FREE
L,12,30,true,16,STANDARD,FREE
L,12,30,true,17,STANDARD,FREE
L,12,30,true,18,STANDARD,FREE
L,12,30,true,19,STANDARD,RESERVED
L,12,30,true,20,STANDARD,RESERVED
L,12,30,true,21,STANDARD,RESERVED
L,12,30,true,22,STANDARD,FREE
L,12,30,true,23,STANDARD,FREE
L,12,30,true,24,STANDARD,FREE
L,12,30,true,25,STANDARD,FREE
L,12,30,true,26,STANDARD,FREE
L,12,30,true,27,STANDARD,FREE
L,12,30,true,28,STANDARD,FREE
L,12,30,true,29,STANDARD,FREE
L,12,30,true,30,STANDARD,FREE
M,13,30,false,1,STANDARD,BOOKED
M,13,30,false,2,STANDARD,BOOKED
M,13,30,false,3,STANDARD,BOOKED
M,13,30,false,4,STANDARD,BOOKED
M,13,30,false,5,STANDARD,FREE
M,13,30,false,6,STANDARD,FREE
M,13,30,false,7,STANDARD,FREE
M,13,30,false,8,STANDARD,FREE
M,13,30,false,9,STANDARD,FREE
M,13,30,false,10,STANDARD,FREE
M,13,30,false,11,STANDARD,BOOKED
M,13,30,false,12,STANDARD,BOOKED
M,13,30,false,13,STANDARD,FREE
M,13,30,false,14,STANDARD,FREE
M,13,30,false,15,STANDARD,BOOKED
M,13,30,false,16,STANDARD,BOOKED
M,13,30,false,17,STANDARD,FREE
M,13,30,false,18,STANDARD,FREE
M,13,30,false,19,STANDARD,FREE
M,13,30,false,20,STANDARD,FREE
M,13,30,false,21,STANDARD,FREE
M,13,30,false,22,STANDARD,FREE
M,13,30,false,23,STANDARD,FREE
M,13,30,false,24,STANDARD,RESERVED
M,13,30,false,25,STANDARD,RESERVED
M,13,30,false,26,STANDARD,FREE
M,13,30,false,27,STANDARD,FREE
M,13,30,false,28,STANDARD,FREE
M,13,30,false,29,STANDARD,FREE
M,13,30,false,30,STANDARD,FREE
N,14,30,false,1,STANDARD,FREE
N,14,30,false,2,STANDARD,FREE
N,14,30,false,3,STANDARD,FREE
N,14,30,false,4,STANDARD,FREE
N,14,30,false,5,STANDARD,FREE
N,14,30,false,6,STANDARD,FREE
N,14,30,false,7,STANDARD,FREE
N,14,30,false,8,STANDARD,FREE
N,14,30,false,9,STANDARD,FREE
N,14,30,false,10,STANDARD,FREE
N,14,30,false,11,STANDARD,FREE
N,14,30,false,12,STANDARD,FREE
N,14,30,false,13,STANDARD,BOOKED
N,14,30,false,14,STANDARD,BOOKED
N,14,30,false,15,STANDARD,BOOKED
N,14,30,false,16,STANDARD,BOOKED
N,14,30,false,17,STANDARD,BOOKED
N,14,30,false,18,STANDARD,FREE
N,14,30,false,19,STANDARD,FREE
N,14,30,false,20,STANDARD,FREE
N,14,30,false,21,STANDARD,FREE
N,14,30,false,22,STANDARD,FREE
N,14,30,false,23,STANDARD,RESERVED
N,14,30,false,24,STANDARD,RESERVED
N,14,30,false,25,STANDARD,FREE
N,14,30,false,26,STANDARD,FREE
N,14,30,false,27,STANDARD,FREE
N,14,30,false,28,STANDARD,FREE
N,14,30,false,29,STANDARD,FREE
N,14,30,false,30,STANDARD,FREE
O,15,30,false,1,STANDARD,FREE
O,15,30,false,2,STANDARD,FREE
O,15,30,false,3,STANDARD,FREE
O,15,30,false,4,STANDARD,FREE
O,15,30,false,5,STANDARD,FREE
O,15,30,false,6,STANDARD,RESERVED
O,15,30,false,7,STANDARD,RESERVED
O,15,30,false,8,STANDARD,RESERVED
O,15,30,false,9,STANDARD,FREE
O,15,30,false,10,STANDARD,FREE
O,15,30,false,11,STANDARD,FREE
O,15,30,false,12,STANDARD,FREE
O,15,30,false,13,STANDARD,FREE
O,15,30,false,14,STANDARD,FREE
O,15,30,false,15,STANDARD,FREE
O,15,30,false,16,STANDARD,FREE
O,15,30,false,17,STANDARD,FREE
O,15,30,false,18,STANDARD,FREE
O,15,30,false,19,STANDARD,BOOKED
O,15,30,false,20,STANDARD,BOOKED
O,15,30,false,21,STANDARD,BOOKED
O,15,30,false,22,STANDARD,FREE
O,15,30,false,23,STANDARD,FREE
O,15,30,false,24,STANDARD,FREE
O,15,30,false,25,STANDARD,FREE
O,15,30,false,26,STANDARD,FREE
O,15,30,false,27,STANDARD,FREE
O,15,30,false,28,STANDARD,FREE
O,15,30,false,29,STANDARD,FREE
O,15,30,false,30,STANDARD,FREE
